CASE COUNT,CASE COUNT_7 DA,DEATH COUNT_7 DA,HOSPITALIZED COUNT,DEATH COUNT,BOROUGH,HOSPITALIZED COUNT_7 DA,date_of_interest
1073,1421,19,106,20,Brooklyn,120,1/16/2021
1401,1411,19,129,10,Brooklyn,119,1/15/2021
1557,1419,20,136,22,Brooklyn,117,1/14/2021
1534,1431,19,130,22,Brooklyn,113,1/13/2021
1618,1441,19,125,30,Brooklyn,111,1/12/2021
1755,1461,18,128,12,Brooklyn,107,1/11/2021
1007,1481,19,88,17,Brooklyn,109,1/10/2021
1008,1489,18,94,20,Brooklyn,110,1/9/2021
1455,1504,18,115,15,Brooklyn,110,1/8/2021
1640,1355,18,111,18,Brooklyn,106,1/7/2021
1605,1255,19,113,19,Brooklyn,103,1/6/2021
1759,1225,18,101,22,Brooklyn,101,1/5/2021
1894,1176,17,140,24,Brooklyn,99,1/4/2021
1065,1134,16,96,11,Brooklyn,94,1/3/2021
1108,1112,16,97,18,Brooklyn,93,1/2/2021
416,1100,15,83,16,Brooklyn,92,1/1/2021
936,1090,14,91,21,Brooklyn,92,12/31/2020
1398,1094,13,97,16,Brooklyn,93,12/30/2020
1414,1052,12,88,14,Brooklyn,96,12/29/2020
1600,1028,13,107,13,Brooklyn,96,12/28/2020
915,986,12,90,16,Brooklyn,95,12/27/2020
1024,965,10,89,9,Brooklyn,94,12/26/2020
345,928,10,85,12,Brooklyn,91,12/25/2020
965,1025,10,98,9,Brooklyn,90,12/24/2020
1098,980,10,115,13,Brooklyn,87,12/23/2020
1251,944,10,88,16,Brooklyn,80,12/22/2020
1307,917,10,100,7,Brooklyn,79,12/21/2020
768,889,9,83,5,Brooklyn,76,12/20/2020
764,871,9,69,9,Brooklyn,72,12/19/2020
1024,848,9,80,13,Brooklyn,71,12/18/2020
649,821,9,72,7,Brooklyn,69,12/17/2020
842,863,8,69,15,Brooklyn,69,12/16/2020
1065,873,7,78,11,Brooklyn,71,12/15/2020
1111,853,7,80,6,Brooklyn,70,12/14/2020
645,832,7,58,5,Brooklyn,66,12/13/2020
600,819,7,61,9,Brooklyn,65,12/12/2020
837,805,6,63,8,Brooklyn,63,12/11/2020
940,796,6,75,2,Brooklyn,62,12/10/2020
913,782,6,80,9,Brooklyn,60,12/9/2020
922,775,6,70,8,Brooklyn,56,12/8/2020
964,778,6,58,7,Brooklyn,53,12/7/2020
556,769,5,51,4,Brooklyn,50,12/6/2020
506,770,5,43,6,Brooklyn,49,12/5/2020
768,762,5,60,6,Brooklyn,48,12/4/2020
847,739,4,59,4,Brooklyn,46,12/3/2020
860,653,4,52,10,Brooklyn,43,12/2/2020
947,620,3,47,3,Brooklyn,42,12/1/2020
899,564,3,41,4,Brooklyn,41,11/30/2020
562,518,4,44,3,Brooklyn,41,11/29/2020
453,486,3,33,3,Brooklyn,40,11/28/2020
603,472,3,46,3,Brooklyn,39,11/27/2020
246,448,3,41,3,Brooklyn,38,11/26/2020
632,483,4,42,4,Brooklyn,37,11/25/2020
553,459,4,39,2,Brooklyn,37,11/24/2020
575,451,4,39,7,Brooklyn,36,11/23/2020
340,440,3,39,1,Brooklyn,35,11/22/2020
354,424,4,26,3,Brooklyn,33,11/21/2020
435,408,4,40,2,Brooklyn,34,11/20/2020
491,396,4,37,6,Brooklyn,33,11/19/2020
468,381,4,40,4,Brooklyn,31,11/18/2020
493,370,4,30,3,Brooklyn,27,11/17/2020
496,365,3,34,1,Brooklyn,27,11/16/2020
232,354,3,26,6,Brooklyn,26,11/15/2020
238,353,3,32,5,Brooklyn,25,11/14/2020
356,351,3,32,2,Brooklyn,22,11/13/2020
383,334,3,21,6,Brooklyn,21,11/12/2020
394,324,3,13,2,Brooklyn,22,11/11/2020
459,312,3,30,2,Brooklyn,24,11/10/2020
418,292,4,28,1,Brooklyn,24,11/9/2020
224,281,5,20,3,Brooklyn,23,11/8/2020
224,282,6,12,5,Brooklyn,23,11/7/2020
238,267,5,20,2,Brooklyn,23,11/6/2020
312,260,6,28,4,Brooklyn,23,11/5/2020
312,243,5,28,7,Brooklyn,22,11/4/2020
319,231,5,29,6,Brooklyn,21,11/3/2020
337,220,4,22,7,Brooklyn,20,11/2/2020
231,203,4,19,9,Brooklyn,19,11/1/2020
117,188,3,18,2,Brooklyn,19,10/31/2020
192,189,2,18,4,Brooklyn,20,10/30/2020
192,190,2,22,2,Brooklyn,21,10/29/2020
231,197,2,16,3,Brooklyn,20,10/28/2020
237,193,2,25,3,Brooklyn,20,10/27/2020
221,190,2,13,2,Brooklyn,21,10/26/2020
128,187,2,23,3,Brooklyn,23,10/25/2020
120,193,2,24,0,Brooklyn,22,10/24/2020
199,189,3,24,1,Brooklyn,20,10/23/2020
242,184,3,14,2,Brooklyn,20,10/22/2020
203,184,3,19,3,Brooklyn,22,10/21/2020
214,185,3,33,2,Brooklyn,23,10/20/2020
204,187,3,26,6,Brooklyn,21,10/19/2020
172,190,2,17,1,Brooklyn,21,10/18/2020
91,181,2,9,3,Brooklyn,22,10/17/2020
163,182,2,19,3,Brooklyn,23,10/16/2020
239,185,2,33,2,Brooklyn,24,10/15/2020
215,182,2,23,3,Brooklyn,22,10/14/2020
224,183,1,18,3,Brooklyn,22,10/13/2020
223,187,1,29,1,Brooklyn,23,10/12/2020
115,206,1,20,2,Brooklyn,22,10/11/2020
96,213,1,18,0,Brooklyn,23,10/10/2020
184,212,1,29,0,Brooklyn,22,10/9/2020
217,225,2,20,3,Brooklyn,21,10/8/2020
223,241,1,22,1,Brooklyn,22,10/7/2020
251,250,2,23,2,Brooklyn,23,10/6/2020
355,265,2,25,0,Brooklyn,23,10/5/2020
162,234,2,22,3,Brooklyn,21,10/4/2020
93,236,2,12,1,Brooklyn,20,10/3/2020
271,239,2,26,1,Brooklyn,20,10/2/2020
332,227,2,22,1,Brooklyn,19,10/1/2020
284,218,2,33,4,Brooklyn,18,9/30/2020
355,216,1,18,2,Brooklyn,17,9/29/2020
139,195,1,12,1,Brooklyn,16,9/28/2020
181,213,1,19,2,Brooklyn,16,9/27/2020
109,198,2,8,1,Brooklyn,14,9/26/2020
192,192,2,20,1,Brooklyn,14,9/25/2020
263,180,2,15,1,Brooklyn,13,9/24/2020
271,165,2,24,1,Brooklyn,13,9/23/2020
209,155,2,12,3,Brooklyn,13,9/22/2020
264,152,1,13,1,Brooklyn,12,9/21/2020
78,140,1,9,3,Brooklyn,13,9/20/2020
65,146,1,6,2,Brooklyn,12,9/19/2020
108,144,1,15,2,Brooklyn,12,9/18/2020
163,144,1,13,1,Brooklyn,11,9/17/2020
200,139,1,24,0,Brooklyn,11,9/16/2020
189,127,1,6,0,Brooklyn,9,9/15/2020
178,118,1,15,2,Brooklyn,9,9/14/2020
118,103,1,8,2,Brooklyn,8,9/13/2020
51,99,1,3,0,Brooklyn,9,9/12/2020
111,98,1,9,2,Brooklyn,10,9/11/2020
124,93,1,9,1,Brooklyn,10,9/10/2020
119,88,1,11,0,Brooklyn,9,9/9/2020
126,84,2,8,1,Brooklyn,10,9/8/2020
75,79,1,7,0,Brooklyn,10,9/7/2020
87,85,1,15,2,Brooklyn,11,9/6/2020
46,82,1,10,3,Brooklyn,10,9/5/2020
71,80,1,8,1,Brooklyn,9,9/4/2020
91,81,1,7,2,Brooklyn,10,9/3/2020
94,83,1,14,2,Brooklyn,10,9/2/2020
89,86,0,9,0,Brooklyn,10,9/1/2020
118,85,1,14,0,Brooklyn,11,8/31/2020
62,80,1,5,1,Brooklyn,10,8/30/2020
38,79,1,9,1,Brooklyn,10,8/29/2020
78,79,1,9,0,Brooklyn,10,8/28/2020
99,79,1,9,0,Brooklyn,10,8/27/2020
117,73,1,14,0,Brooklyn,10,8/26/2020
84,66,1,14,2,Brooklyn,10,8/25/2020
85,63,1,9,1,Brooklyn,9,8/24/2020
55,65,1,7,0,Brooklyn,8,8/23/2020
36,64,1,6,2,Brooklyn,8,8/22/2020
75,63,1,9,0,Brooklyn,8,8/21/2020
56,64,1,8,3,Brooklyn,9,8/20/2020
69,68,1,14,1,Brooklyn,9,8/19/2020
66,75,1,9,0,Brooklyn,8,8/18/2020
96,77,1,6,1,Brooklyn,8,8/17/2020
49,74,1,5,1,Brooklyn,9,8/16/2020
33,74,1,7,1,Brooklyn,10,8/15/2020
80,77,1,11,0,Brooklyn,10,8/14/2020
86,79,1,13,2,Brooklyn,10,8/13/2020
114,79,1,7,0,Brooklyn,10,8/12/2020
82,75,1,9,1,Brooklyn,11,8/11/2020
75,71,1,14,1,Brooklyn,11,8/10/2020
48,73,1,9,0,Brooklyn,11,8/9/2020
57,72,1,8,1,Brooklyn,11,8/8/2020
90,72,1,9,0,Brooklyn,12,8/7/2020
86,71,1,12,2,Brooklyn,12,8/6/2020
90,72,1,14,0,Brooklyn,12,8/5/2020
49,70,1,12,1,Brooklyn,12,8/4/2020
93,78,1,12,0,Brooklyn,13,8/3/2020
38,76,2,9,2,Brooklyn,13,8/2/2020
58,76,2,15,3,Brooklyn,12,8/1/2020
80,73,2,9,1,Brooklyn,12,7/31/2020
99,71,2,15,2,Brooklyn,12,7/30/2020
73,69,2,12,1,Brooklyn,11,7/29/2020
106,72,2,18,1,Brooklyn,11,7/28/2020
78,69,2,11,1,Brooklyn,10,7/27/2020
40,70,3,6,4,Brooklyn,10,7/26/2020
35,70,2,12,2,Brooklyn,11,7/25/2020
68,73,3,12,1,Brooklyn,10,7/24/2020
84,78,3,7,3,Brooklyn,10,7/23/2020
96,79,2,14,1,Brooklyn,10,7/22/2020
79,87,2,9,3,Brooklyn,11,7/21/2020
85,91,3,11,4,Brooklyn,11,7/20/2020
41,97,2,11,3,Brooklyn,12,7/19/2020
58,99,2,6,4,Brooklyn,12,7/18/2020
105,101,2,14,0,Brooklyn,13,7/17/2020
90,99,2,7,1,Brooklyn,13,7/16/2020
150,101,2,21,2,Brooklyn,14,7/15/2020
111,97,2,9,4,Brooklyn,13,7/14/2020
123,98,2,15,1,Brooklyn,12,7/13/2020
55,101,2,10,2,Brooklyn,13,7/12/2020
73,101,2,14,2,Brooklyn,12,7/11/2020
90,94,2,17,1,Brooklyn,11,7/10/2020
104,91,2,11,4,Brooklyn,11,7/9/2020
121,94,2,12,2,Brooklyn,11,7/8/2020
123,94,2,6,2,Brooklyn,11,7/7/2020
142,95,2,18,2,Brooklyn,13,7/6/2020
53,93,3,5,1,Brooklyn,13,7/5/2020
23,93,3,8,3,Brooklyn,14,7/4/2020
72,100,3,14,3,Brooklyn,16,7/3/2020
127,103,3,14,3,Brooklyn,16,7/2/2020
121,97,3,12,3,Brooklyn,15,7/1/2020
127,94,4,17,2,Brooklyn,16,6/30/2020
127,89,4,21,4,Brooklyn,16,6/29/2020
57,87,4,11,1,Brooklyn,15,6/28/2020
70,87,5,20,7,Brooklyn,16,6/27/2020
95,83,4,14,3,Brooklyn,15,6/26/2020
81,83,4,10,4,Brooklyn,16,6/25/2020
101,87,4,19,6,Brooklyn,17,6/24/2020
95,89,4,17,4,Brooklyn,16,6/23/2020
110,94,5,16,5,Brooklyn,17,6/22/2020
55,93,4,16,6,Brooklyn,18,6/21/2020
46,93,4,10,3,Brooklyn,18,6/20/2020
91,94,5,23,3,Brooklyn,18,6/19/2020
112,98,5,16,4,Brooklyn,17,6/18/2020
115,98,5,15,6,Brooklyn,17,6/17/2020
132,96,6,23,5,Brooklyn,18,6/16/2020
103,94,6,22,4,Brooklyn,18,6/15/2020
53,95,7,14,6,Brooklyn,17,6/14/2020
50,95,7,11,4,Brooklyn,18,6/13/2020
122,96,8,21,6,Brooklyn,18,6/12/2020
113,98,8,15,4,Brooklyn,17,6/11/2020
99,100,9,17,11,Brooklyn,19,6/10/2020
119,104,9,23,6,Brooklyn,21,6/9/2020
111,113,9,20,13,Brooklyn,21,6/8/2020
52,132,9,18,6,Brooklyn,23,6/7/2020
58,137,10,10,11,Brooklyn,23,6/6/2020
131,143,9,18,6,Brooklyn,24,6/5/2020
127,147,11,28,10,Brooklyn,24,6/4/2020
131,161,11,28,13,Brooklyn,24,6/3/2020
178,176,11,23,6,Brooklyn,23,6/2/2020
250,196,11,34,10,Brooklyn,23,6/1/2020
84,183,12,17,11,Brooklyn,21,5/31/2020
101,194,12,18,10,Brooklyn,21,5/30/2020
161,200,14,23,16,Brooklyn,22,5/29/2020
219,227,13,26,12,Brooklyn,23,5/28/2020
242,244,14,19,10,Brooklyn,24,5/27/2020
313,255,15,21,11,Brooklyn,26,5/26/2020
160,257,16,20,14,Brooklyn,29,5/25/2020
161,272,17,22,12,Brooklyn,30,5/24/2020
143,269,18,23,20,Brooklyn,29,5/23/2020
350,272,18,33,15,Brooklyn,30,5/22/2020
336,259,20,32,15,Brooklyn,32,5/21/2020
323,259,20,32,21,Brooklyn,33,5/20/2020
327,264,20,38,16,Brooklyn,35,5/19/2020
266,275,22,28,17,Brooklyn,35,5/18/2020
138,295,25,18,19,Brooklyn,38,5/17/2020
165,302,26,30,24,Brooklyn,40,5/16/2020
259,296,26,43,27,Brooklyn,42,5/15/2020
332,308,28,39,14,Brooklyn,43,5/14/2020
362,318,33,47,23,Brooklyn,45,5/13/2020
400,331,35,38,33,Brooklyn,47,5/12/2020
410,335,37,50,32,Brooklyn,51,5/11/2020
188,342,39,36,26,Brooklyn,54,5/10/2020
119,351,42,38,28,Brooklyn,57,5/9/2020
344,371,44,52,43,Brooklyn,60,5/8/2020
403,393,46,53,46,Brooklyn,62,5/7/2020
450,421,49,62,38,Brooklyn,65,5/6/2020
432,454,53,66,49,Brooklyn,69,5/5/2020
461,494,54,73,42,Brooklyn,73,5/4/2020
245,515,61,58,45,Brooklyn,76,5/3/2020
263,527,63,53,45,Brooklyn,78,5/2/2020
497,547,68,66,56,Brooklyn,84,5/1/2020
600,566,73,74,65,Brooklyn,93,4/30/2020
683,593,79,94,71,Brooklyn,101,4/29/2020
709,617,84,92,57,Brooklyn,107,4/28/2020
607,644,89,93,86,Brooklyn,117,4/27/2020
332,698,90,76,61,Brooklyn,131,4/26/2020
404,741,98,94,77,Brooklyn,137,4/25/2020
630,766,104,128,93,Brooklyn,146,4/24/2020
786,813,107,127,106,Brooklyn,161,4/23/2020
854,827,110,140,107,Brooklyn,176,4/22/2020
896,831,114,162,92,Brooklyn,191,4/21/2020
983,851,123,187,95,Brooklyn,206,4/20/2020
635,863,131,124,118,Brooklyn,226,4/19/2020
575,873,143,156,116,Brooklyn,245,4/18/2020
962,952,150,232,118,Brooklyn,265,4/17/2020
885,979,158,230,126,Brooklyn,279,4/16/2020
882,1048,167,248,133,Brooklyn,306,4/15/2020
1038,1108,172,265,152,Brooklyn,336,4/14/2020
1066,1159,176,327,157,Brooklyn,365,4/13/2020
703,1216,178,255,201,Brooklyn,386,4/12/2020
1131,1279,173,300,160,Brooklyn,407,4/11/2020
1145,1249,174,330,178,Brooklyn,418,4/10/2020
1369,1291,169,417,188,Brooklyn,435,4/9/2020
1305,1325,166,455,171,Brooklyn,440,4/8/2020
1397,1366,161,469,180,Brooklyn,448,4/7/2020
1461,1382,154,475,169,Brooklyn,459,4/6/2020
1143,1424,145,404,165,Brooklyn,471,4/5/2020
920,1425,134,379,165,Brooklyn,480,4/4/2020
1440,1417,121,449,144,Brooklyn,482,4/3/2020
1610,1415,111,447,171,Brooklyn,486,4/2/2020
1590,1381,94,515,135,Brooklyn,492,4/1/2020
1512,1333,80,544,127,Brooklyn,479,3/31/2020
1754,1290,65,558,106,Brooklyn,453,3/30/2020
1149,1169,54,465,89,Brooklyn,415,3/29/2020
863,1113,43,396,77,Brooklyn,378,3/28/2020
1426,1069,33,474,75,Brooklyn,348,3/27/2020
1372,1028,24,490,50,Brooklyn,312,3/26/2020
1255,1004,18,424,37,Brooklyn,265,3/25/2020
1212,962,14,362,23,Brooklyn,222,3/24/2020
909,901,11,296,27,Brooklyn,184,3/23/2020
755,877,7,207,10,Brooklyn,155,3/22/2020
554,831,6,184,12,Brooklyn,133,3/21/2020
1136,775,4,222,11,Brooklyn,113,3/20/2020
1204,636,3,159,6,Brooklyn,87,3/19/2020
965,478,2,123,6,Brooklyn,69,3/18/2020
783,344,1,99,4,Brooklyn,53,3/17/2020
740,234,0,93,1,Brooklyn,41,3/16/2020
432,131,0,52,0,Brooklyn,29,3/15/2020
163,70,0,40,1,Brooklyn,23,3/14/2020
166,47,0,44,0,Brooklyn,18,3/13/2020
96,23,0,33,0,Brooklyn,12,3/12/2020
31,10,0,12,0,Brooklyn,7,3/11/2020
11,6,0,13,0,Brooklyn,6,3/10/2020
16,4,0,11,0,Brooklyn,4,3/9/2020
5,2,0,8,0,Brooklyn,3,3/8/2020
2,1,0,3,0,Brooklyn,2,3/7/2020
1,1,0,1,0,Brooklyn,2,3/6/2020
3,0,0,3,0,Brooklyn,0,3/5/2020
1,0,0,1,0,Brooklyn,0,3/4/2020
0,0,0,3,0,Brooklyn,0,3/3/2020
0,0,0,2,0,Brooklyn,0,3/2/2020
0,0,0,0,0,Brooklyn,0,3/1/2020
0,0,0,1,0,Brooklyn,0,2/29/2020
3213,2777,8,0,5,Citywide,79,6/28/2022
3543,2834,9,49,8,Citywide,96,6/27/2022
1965,2675,9,93,6,Citywide,105,6/26/2022
2024,2618,9,81,10,Citywide,104,6/25/2022
2646,2584,8,114,12,Citywide,104,6/24/2022
2796,2550,8,93,10,Citywide,102,6/23/2022
3251,2499,8,121,6,Citywide,106,6/22/2022
3612,2436,7,122,11,Citywide,106,6/21/2022
2429,2327,6,109,8,Citywide,105,6/20/2022
1568,2425,6,88,3,Citywide,107,6/19/2022
1784,2416,7,78,6,Citywide,107,6/18/2022
2409,2368,8,101,9,Citywide,108,6/17/2022
2442,2368,9,120,11,Citywide,108,6/16/2022
2811,2380,9,125,4,Citywide,108,6/15/2022
2847,2393,11,117,4,Citywide,108,6/14/2022
3114,2399,11,122,6,Citywide,104,6/13/2022
1506,2426,12,84,12,Citywide,104,6/12/2022
1450,2448,12,89,13,Citywide,103,6/11/2022
2407,2493,11,100,12,Citywide,100,6/10/2022
2526,2546,11,118,12,Citywide,99,6/9/2022
2901,2639,11,127,15,Citywide,98,6/8/2022
2892,2737,10,91,6,Citywide,95,6/7/2022
3298,2934,10,118,14,Citywide,100,6/6/2022
1664,2708,9,77,10,Citywide,97,6/5/2022
1762,2725,9,66,10,Citywide,98,6/4/2022
2778,2760,9,95,8,Citywide,99,6/3/2022
3176,2786,9,111,13,Citywide,99,6/2/2022
3587,2802,8,108,9,Citywide,100,6/1/2022
4276,2844,8,122,6,Citywide,103,5/31/2022
1716,2797,10,100,7,Citywide,101,5/30/2022
1780,3222,10,85,12,Citywide,107,5/29/2022
2005,3300,9,72,8,Citywide,111,5/28/2022
2959,3363,10,93,8,Citywide,120,5/27/2022
3293,3431,10,119,7,Citywide,124,5/26/2022
3882,3494,10,133,11,Citywide,119,5/25/2022
3942,3547,9,107,14,Citywide,116,5/24/2022
4695,3575,8,137,9,Citywide,118,5/23/2022
2324,3547,8,114,6,Citywide,115,5/22/2022
2447,3533,8,134,14,Citywide,111,5/21/2022
3433,3529,8,126,9,Citywide,107,5/20/2022
3735,3541,7,81,5,Citywide,107,5/19/2022
4250,3577,8,111,8,Citywide,110,5/18/2022
4139,3552,8,120,7,Citywide,108,5/17/2022
4498,3537,7,121,6,Citywide,106,5/16/2022
2229,3515,7,84,9,Citywide,103,5/15/2022
2421,3479,7,104,12,Citywide,101,5/14/2022
3518,3397,6,127,2,Citywide,97,5/13/2022
3985,3334,7,100,9,Citywide,90,5/12/2022
4076,3274,6,102,10,Citywide,91,5/11/2022
4029,3223,5,104,2,Citywide,89,5/10/2022
4349,3187,6,101,8,Citywide,87,5/9/2022
1972,3120,5,66,4,Citywide,83,5/8/2022
1850,3106,5,77,7,Citywide,82,5/7/2022
3079,3072,5,83,6,Citywide,81,5/6/2022
3565,3029,5,103,4,Citywide,80,5/5/2022
3718,2901,5,88,4,Citywide,77,5/4/2022
3773,2768,5,93,6,Citywide,77,5/3/2022
3884,2648,5,69,5,Citywide,74,5/2/2022
1871,2510,5,62,4,Citywide,73,5/1/2022
1614,2452,5,70,7,Citywide,71,4/30/2022
2780,2423,4,78,3,Citywide,69,4/29/2022
2664,2285,5,76,4,Citywide,71,4/28/2022
2788,2190,5,89,5,Citywide,69,4/27/2022
2938,2101,4,71,7,Citywide,63,4/26/2022
2918,2009,4,66,3,Citywide,62,4/25/2022
1460,1928,4,49,4,Citywide,61,4/24/2022
1411,1857,4,57,3,Citywide,61,4/23/2022
1815,1827,4,87,6,Citywide,58,4/22/2022
1997,1854,4,62,5,Citywide,54,4/21/2022
2168,1898,4,50,1,Citywide,52,4/20/2022
2297,1961,5,60,5,Citywide,52,4/19/2022
2346,1980,5,60,3,Citywide,50,4/18/2022
966,2015,4,50,4,Citywide,50,4/17/2022
1203,2047,5,40,3,Citywide,49,4/16/2022
2002,2042,5,55,7,Citywide,50,4/15/2022
2305,2025,5,49,8,Citywide,49,4/14/2022
2607,1983,4,50,2,Citywide,48,4/13/2022
2428,1910,4,47,5,Citywide,47,4/12/2022
2593,1845,4,60,2,Citywide,48,4/11/2022
1190,1782,4,43,8,Citywide,45,4/10/2022
1170,1741,4,44,5,Citywide,42,4/9/2022
1884,1699,3,48,3,Citywide,40,4/8/2022
2008,1620,4,45,2,Citywide,38,4/7/2022
2094,1549,4,45,3,Citywide,38,4/6/2022
1974,1466,4,50,4,Citywide,37,4/5/2022
2151,1390,4,39,5,Citywide,34,4/4/2022
904,1298,4,25,4,Citywide,33,4/3/2022
877,1280,4,29,2,Citywide,33,4/2/2022
1335,1252,5,35,5,Citywide,32,4/1/2022
1509,1218,5,43,3,Citywide,33,3/31/2022
1515,1170,5,39,5,Citywide,30,3/30/2022
1436,1135,5,29,5,Citywide,28,3/29/2022
1512,1114,5,32,5,Citywide,28,3/28/2022
777,1085,5,22,6,Citywide,27,3/27/2022
679,1067,5,25,6,Citywide,27,3/26/2022
1095,1034,5,39,5,Citywide,27,3/25/2022
1177,993,5,24,5,Citywide,26,3/24/2022
1269,932,5,22,4,Citywide,27,3/23/2022
1286,875,5,29,4,Citywide,27,3/22/2022
1311,813,6,26,3,Citywide,27,3/21/2022
654,754,8,25,7,Citywide,28,3/20/2022
448,723,8,22,5,Citywide,28,3/19/2022
803,702,9,33,6,Citywide,28,3/18/2022
753,673,9,29,4,Citywide,26,3/17/2022
872,665,10,24,9,Citywide,26,3/16/2022
848,630,10,30,10,Citywide,27,3/15/2022
901,607,10,34,15,Citywide,26,3/14/2022
434,572,9,24,9,Citywide,24,3/13/2022
300,558,9,20,9,Citywide,23,3/12/2022
604,560,9,22,8,Citywide,24,3/11/2022
699,540,10,28,10,Citywide,27,3/10/2022
626,524,9,28,11,Citywide,29,3/9/2022
682,526,10,23,6,Citywide,31,3/8/2022
656,516,12,23,11,Citywide,34,3/7/2022
339,523,11,20,8,Citywide,38,3/6/2022
317,526,13,26,11,Citywide,39,3/5/2022
461,529,12,40,10,Citywide,40,3/4/2022
587,540,13,42,8,Citywide,40,3/3/2022
641,551,14,41,16,Citywide,40,3/2/2022
611,559,15,44,19,Citywide,40,3/1/2022
707,570,14,51,6,Citywide,42,2/28/2022
360,549,17,30,19,Citywide,40,2/27/2022
337,552,17,31,6,Citywide,42,2/26/2022
538,565,20,43,17,Citywide,44,2/25/2022
660,582,23,42,18,Citywide,47,2/24/2022
703,607,26,42,19,Citywide,52,2/23/2022
685,640,28,55,12,Citywide,56,2/22/2022
559,677,30,40,29,Citywide,58,2/21/2022
382,742,29,38,16,Citywide,64,2/20/2022
425,753,32,51,31,Citywide,67,2/19/2022
663,783,33,61,35,Citywide,69,2/18/2022
832,828,34,74,41,Citywide,76,2/17/2022
937,884,34,72,31,Citywide,78,2/16/2022
939,939,36,72,24,Citywide,84,2/15/2022
1016,1021,41,79,22,Citywide,92,2/14/2022
457,1105,43,57,43,Citywide,96,2/13/2022
636,1163,45,69,33,Citywide,103,2/12/2022
982,1207,47,109,43,Citywide,110,2/11/2022
1224,1287,48,88,40,Citywide,116,2/10/2022
1316,1398,53,114,50,Citywide,124,2/9/2022
1515,1542,59,129,56,Citywide,131,2/8/2022
1602,1645,61,106,37,Citywide,138,2/7/2022
867,1861,67,105,53,Citywide,153,2/6/2022
946,1941,72,117,51,Citywide,159,2/5/2022
1538,1879,76,154,50,Citywide,162,2/4/2022
2001,2048,82,140,71,Citywide,170,2/3/2022
2325,2281,83,166,92,Citywide,190,2/2/2022
2239,2549,86,178,70,Citywide,207,2/1/2022
3111,2909,90,212,85,Citywide,231,1/31/2022
1425,3325,94,144,86,Citywide,252,1/30/2022
512,3606,96,140,76,Citywide,272,1/29/2022
2723,4052,97,210,96,Citywide,298,1/28/2022
3634,4490,99,278,79,Citywide,325,1/27/2022
4198,4977,104,286,109,Citywide,352,1/26/2022
4762,5667,102,350,101,Citywide,374,1/25/2022
6018,6547,104,359,111,Citywide,397,1/24/2022
3398,7090,104,281,101,Citywide,424,1/23/2022
3631,7590,105,323,85,Citywide,448,1/22/2022
5790,8037,108,399,107,Citywide,476,1/21/2022
7039,9109,111,464,116,Citywide,518,1/20/2022
9034,10403,112,441,91,Citywide,557,1/19/2022
10918,11747,116,514,118,Citywide,603,1/18/2022
9823,12831,118,543,107,Citywide,641,1/17/2022
6897,15001,119,454,114,Citywide,696,1/16/2022
6761,16064,120,520,100,Citywide,735,1/15/2022
13292,17409,119,691,130,Citywide,770,1/14/2022
16093,18825,113,734,126,Citywide,789,1/13/2022
18448,21717,109,768,120,Citywide,822,1/12/2022
18505,24819,103,774,131,Citywide,875,1/11/2022
25013,29188,95,928,110,Citywide,911,1/10/2022
14334,33456,89,728,122,Citywide,941,1/9/2022
16176,36047,80,764,97,Citywide,1022,1/8/2022
23208,35458,75,828,87,Citywide,1039,1/7/2022
36334,36294,70,963,93,Citywide,1040,1/6/2022
40160,37870,62,1138,81,Citywide,1052,1/5/2022
49090,39336,57,1028,76,Citywide,1025,1/4/2022
54891,39413,51,1135,67,Citywide,1003,1/3/2022
32468,38887,47,1299,62,Citywide,979,1/2/2022
12058,37531,43,880,58,Citywide,900,1/1/2022
29058,36921,39,836,55,Citywide,861,12/31/2021
47365,35264,37,1045,35,Citywide,825,12/30/2021
50419,33039,35,954,44,Citywide,774,12/29/2021
49633,30320,33,869,38,Citywide,736,12/28/2021
51211,27571,29,970,36,Citywide,677,12/27/2021
22972,24247,26,746,34,Citywide,598,12/26/2021
7788,22473,25,610,33,Citywide,541,12/25/2021
17458,22781,23,578,40,Citywide,495,12/24/2021
31795,22222,20,689,23,Citywide,456,12/23/2021
31380,19660,19,688,28,Citywide,406,12/22/2021
30394,17058,16,459,11,Citywide,339,12/21/2021
27945,14269,17,419,13,Citywide,303,12/20/2021
10551,11352,18,345,25,Citywide,271,12/19/2021
9944,10244,17,289,18,Citywide,242,12/18/2021
13548,9132,16,306,23,Citywide,219,12/17/2021
13858,7638,15,334,13,Citywide,199,12/16/2021
13165,6090,14,224,10,Citywide,171,12/15/2021
10871,4657,14,203,18,Citywide,159,12/14/2021
7528,3521,13,198,21,Citywide,149,12/13/2021
2795,2845,12,138,17,Citywide,141,12/12/2021
2159,2646,11,129,8,Citywide,136,12/11/2021
3088,2527,11,166,16,Citywide,130,12/10/2021
3021,2356,11,140,10,Citywide,121,12/9/2021
3136,2226,12,140,7,Citywide,114,12/8/2021
2920,2089,13,133,15,Citywide,106,12/7/2021
2798,1959,12,141,8,Citywide,100,12/6/2021
1403,1891,12,104,14,Citywide,92,12/5/2021
1321,1842,11,84,10,Citywide,85,12/4/2021
1893,1792,11,104,13,Citywide,82,12/3/2021
2109,1689,11,90,15,Citywide,78,12/2/2021
2180,1464,10,89,16,Citywide,75,12/1/2021
2006,1355,9,90,6,Citywide,72,11/30/2021
