HOSPITALIZED COUNT,DEATH COUNT,CASE COUNT,HOSPITALIZED COUNT_7 DA,DEATH COUNT_7 DA,CASE COUNT_7 DA,BOROUGH,date_of_interest
17,6,142,28,10,192,Citywide,6/5/2021
25,7,224,29,10,189,Citywide,6/4/2021
30,11,206,30,11,187,Citywide,6/3/2021
44,11,244,33,11,195,Citywide,6/2/2021
33,12,288,31,10,195,Citywide,6/1/2021
19,12,118,32,9,198,Citywide,5/31/2021
27,8,119,35,8,232,Citywide,5/30/2021
25,9,126,37,9,241,Citywide,5/29/2021
35,13,210,39,10,257,Citywide,5/28/2021
45,9,257,41,10,276,Citywide,5/27/2021
33,4,249,44,11,296,Citywide,5/26/2021
42,6,305,48,12,314,Citywide,5/25/2021
35,10,355,49,13,330,Citywide,5/24/2021
46,12,187,54,14,344,Citywide,5/23/2021
35,17,233,54,15,357,Citywide,5/22/2021
51,13,349,55,14,366,Citywide,5/21/2021
66,14,395,57,16,385,Citywide,5/20/2021
58,14,377,57,17,403,Citywide,5/19/2021
53,14,415,58,18,434,Citywide,5/18/2021
72,16,453,60,19,464,Citywide,5/17/2021
41,16,280,60,21,493,Citywide,5/16/2021
41,9,292,63,22,502,Citywide,5/15/2021
69,28,486,66,24,515,Citywide,5/14/2021
66,25,516,67,26,548,Citywide,5/13/2021
63,18,594,69,26,586,Citywide,5/12/2021
71,22,628,72,27,613,Citywide,5/11/2021
71,27,654,76,28,648,Citywide,5/10/2021
62,26,343,78,27,689,Citywide,5/9/2021
63,24,385,80,28,721,Citywide,5/8/2021
73,37,715,82,28,749,Citywide,5/7/2021
82,27,785,85,29,784,Citywide,5/6/2021
82,26,781,90,29,823,Citywide,5/5/2021
96,27,876,96,30,885,Citywide,5/4/2021
89,23,937,99,30,922,Citywide,5/3/2021
72,29,569,107,31,984,Citywide,5/2/2021
77,30,578,114,31,1011,Citywide,5/1/2021
94,38,963,118,30,1050,Citywide,4/30/2021
117,31,1056,126,32,1097,Citywide,4/29/2021
128,29,1215,133,33,1140,Citywide,4/28/2021
117,31,1138,131,34,1169,Citywide,4/27/2021
146,31,1371,137,34,1235,Citywide,4/26/2021
120,24,757,141,36,1308,Citywide,4/25/2021
104,29,852,148,37,1351,Citywide,4/24/2021
153,46,1288,157,38,1412,Citywide,4/23/2021
162,41,1360,163,36,1490,Citywide,4/22/2021
117,35,1416,171,36,1583,Citywide,4/21/2021
155,34,1604,183,36,1701,Citywide,4/20/2021
177,41,1882,190,36,1810,Citywide,4/19/2021
166,35,1056,194,36,1903,Citywide,4/18/2021
166,35,1275,193,39,1940,Citywide,4/17/2021
198,31,1834,197,41,2004,Citywide,4/16/2021
220,41,2016,198,44,2094,Citywide,4/15/2021
196,35,2241,198,46,2174,Citywide,4/14/2021
207,36,2363,201,47,2248,Citywide,4/13/2021
202,41,2533,205,48,2340,Citywide,4/12/2021
161,53,1315,214,50,2445,Citywide,4/11/2021
194,49,1723,222,49,2467,Citywide,4/10/2021
205,54,2468,228,49,2514,Citywide,4/9/2021
220,54,2574,237,49,2535,Citywide,4/8/2021
221,42,2762,244,50,2577,Citywide,4/7/2021
229,46,3003,254,52,2637,Citywide,4/6/2021
270,53,3270,259,52,2663,Citywide,4/5/2021
217,47,1467,264,51,2704,Citywide,4/4/2021
237,48,2051,262,52,2745,Citywide,4/3/2021
265,54,2618,266,53,2770,Citywide,4/2/2021
266,57,2865,273,54,2884,Citywide,4/1/2021
293,61,3186,279,56,3017,Citywide,3/31/2021
265,42,3187,280,54,3055,Citywide,3/30/2021
303,48,3557,282,55,3064,Citywide,3/29/2021
208,57,1752,286,56,3110,Citywide,3/28/2021
265,52,2223,295,55,3159,Citywide,3/27/2021
312,64,3416,294,55,3149,Citywide,3/26/2021
310,70,3798,286,52,3097,Citywide,3/25/2021
295,42,3454,286,51,2971,Citywide,3/24/2021
282,54,3249,283,51,2931,Citywide,3/23/2021
327,55,3881,279,52,2923,Citywide,3/22/2021
271,50,2089,274,51,2853,Citywide,3/21/2021
262,49,2159,271,49,2830,Citywide,3/20/2021
258,45,3049,265,51,2832,Citywide,3/19/2021
306,59,2918,270,55,2854,Citywide,3/18/2021
277,45,3173,268,55,2881,Citywide,3/17/2021
250,64,3195,269,57,2885,Citywide,3/16/2021
293,44,3391,274,58,2906,Citywide,3/15/2021
252,40,1924,274,62,2908,Citywide,3/14/2021
221,63,2176,273,64,2901,Citywide,3/13/2021
293,72,3203,276,63,2882,Citywide,3/12/2021
293,55,3106,271,61,2837,Citywide,3/11/2021
281,62,3201,272,62,2839,Citywide,3/10/2021
282,71,3342,275,63,2845,Citywide,3/9/2021
294,68,3402,274,60,2812,Citywide,3/8/2021
246,60,1875,278,59,2858,Citywide,3/7/2021
243,56,2044,278,61,2881,Citywide,3/6/2021
257,54,2888,278,62,2878,Citywide,3/5/2021
298,60,3121,288,64,2928,Citywide,3/4/2021
305,71,3243,287,66,2980,Citywide,3/3/2021
273,53,3110,294,68,3011,Citywide,3/2/2021
324,62,3726,302,70,3063,Citywide,3/1/2021
244,68,2038,305,72,3047,Citywide,2/28/2021
242,66,2017,309,71,3082,Citywide,2/27/2021
328,71,3240,317,71,3150,Citywide,2/26/2021
291,74,3483,313,69,3119,Citywide,2/25/2021
355,79,3464,309,66,2914,Citywide,2/24/2021
328,73,3472,300,67,2910,Citywide,2/23/2021
350,74,3613,303,68,2946,Citywide,2/22/2021
270,59,2285,299,70,2838,Citywide,2/21/2021
296,69,2494,295,73,2782,Citywide,2/20/2021
303,57,3019,293,74,2741,Citywide,2/19/2021
261,54,2048,299,78,2783,Citywide,2/18/2021
292,81,3438,307,84,2978,Citywide,2/17/2021
349,85,3724,317,83,3026,Citywide,2/16/2021
321,82,2860,324,81,3028,Citywide,2/15/2021
245,80,1894,334,81,3252,Citywide,2/14/2021
279,82,2205,343,81,3217,Citywide,2/13/2021
345,81,3314,355,80,3342,Citywide,2/12/2021
320,96,3411,369,80,3462,Citywide,2/11/2021
361,78,3777,385,79,3668,Citywide,2/10/2021
396,71,3732,396,79,3864,Citywide,2/9/2021
391,81,4432,397,80,3711,Citywide,2/8/2021
311,78,1646,382,77,3217,Citywide,2/7/2021
362,76,3080,381,77,3395,Citywide,2/6/2021
441,81,4159,368,77,3365,Citywide,2/5/2021
430,90,4853,364,78,3295,Citywide,2/4/2021
438,75,5145,358,78,3270,Citywide,2/3/2021
403,77,2660,356,80,3218,Citywide,2/2/2021
288,65,975,352,80,3509,Citywide,2/1/2021
307,73,2894,369,80,4179,Citywide,1/31/2021
269,79,2870,373,79,4173,Citywide,1/30/2021
410,88,3668,381,79,4231,Citywide,1/29/2021
392,86,4677,384,78,4380,Citywide,1/28/2021
426,90,4781,388,74,4417,Citywide,1/27/2021
370,78,4699,381,72,4436,Citywide,1/26/2021
407,65,5662,384,73,4499,Citywide,1/25/2021
336,67,2854,389,74,4353,Citywide,1/24/2021
325,78,3275,389,72,4362,Citywide,1/23/2021
433,80,4712,395,70,4391,Citywide,1/22/2021
419,63,4938,390,68,4410,Citywide,1/21/2021
376,74,4909,392,68,4456,Citywide,1/20/2021
389,81,5140,399,67,4494,Citywide,1/19/2021
446,73,4642,401,66,4508,Citywide,1/18/2021
335,56,2921,395,64,4690,Citywide,1/17/2021
370,66,3478,391,63,4730,Citywide,1/16/2021
393,62,4845,385,64,4760,Citywide,1/15/2021
433,65,5259,380,64,4824,Citywide,1/14/2021
430,67,5176,369,62,4851,Citywide,1/13/2021
397,74,5235,362,61,4923,Citywide,1/12/2021
404,58,5915,355,60,5055,Citywide,1/11/2021
309,52,3199,356,60,5153,Citywide,1/10/2021
328,70,3690,355,58,5191,Citywide,1/9/2021
356,61,5297,354,56,5264,Citywide,1/8/2021
360,52,5444,346,53,4699,Citywide,1/7/2021
379,59,5684,336,51,4406,Citywide,1/6/2021
350,65,6155,327,48,4306,Citywide,1/5/2021
408,61,6603,323,46,4170,Citywide,1/4/2021
301,38,3465,314,44,3997,Citywide,1/3/2021
326,57,4202,306,44,3915,Citywide,1/2/2021
301,36,1339,298,42,3808,Citywide,1/1/2021
284,41,3393,293,42,3766,Citywide,12/31/2020
316,40,4985,292,42,3712,Citywide,12/30/2020
323,50,5206,290,42,3549,Citywide,12/29/2020
350,43,5391,285,42,3391,Citywide,12/28/2020
245,44,2888,282,42,3241,Citywide,12/27/2020
268,37,3456,282,40,3163,Citywide,12/26/2020
266,39,1045,278,39,3035,Citywide,12/25/2020
277,39,3015,279,39,3375,Citywide,12/24/2020
302,39,3843,272,38,3219,Citywide,12/23/2020
287,53,4100,260,38,3068,Citywide,12/22/2020
331,41,4337,253,35,3008,Citywide,12/21/2020
243,29,2346,243,34,2900,Citywide,12/20/2020
240,30,2556,240,33,2876,Citywide,12/19/2020
274,39,3427,236,34,2826,Citywide,12/18/2020
229,36,1925,232,32,2762,Citywide,12/17/2020
215,39,2787,235,31,2937,Citywide,12/16/2020
236,32,3681,243,29,2982,Citywide,12/15/2020
264,30,3578,242,28,2893,Citywide,12/14/2020
225,26,2176,235,26,2854,Citywide,12/13/2020
209,34,2206,229,25,2794,Citywide,12/12/2020
248,30,2979,224,24,2749,Citywide,12/11/2020
246,25,3150,215,23,2725,Citywide,12/10/2020
275,27,3106,210,22,2695,Citywide,12/9/2020
224,22,3059,195,22,2698,Citywide,12/8/2020
221,19,3303,192,22,2733,Citywide,12/7/2020
177,21,1756,188,22,2674,Citywide,12/6/2020
177,23,1887,186,21,2692,Citywide,12/5/2020
182,26,2816,179,20,2685,Citywide,12/4/2020
215,18,2939,175,18,2611,Citywide,12/3/2020
172,27,3129,167,16,2307,Citywide,12/2/2020
203,20,3299,162,14,2199,Citywide,12/1/2020
187,18,2893,151,14,2024,Citywide,11/30/2020
166,15,1881,146,13,1942,Citywide,11/29/2020
126,13,1835,138,12,1837,Citywide,11/28/2020
158,15,2298,137,12,1759,Citywide,11/27/2020
154,7,817,134,11,1684,Citywide,11/26/2020
138,13,2370,131,11,1833,Citywide,11/25/2020
130,16,2073,128,11,1745,Citywide,11/24/2020
149,13,2318,124,10,1696,Citywide,11/23/2020
114,10,1148,120,9,1626,Citywide,11/22/2020
119,11,1290,117,10,1590,Citywide,11/21/2020
134,7,1773,114,10,1552,Citywide,11/20/2020
131,9,1857,108,9,1513,Citywide,11/19/2020
119,10,1753,101,10,1462,Citywide,11/18/2020
102,10,1730,98,10,1431,Citywide,11/17/2020
124,8,1832,96,10,1413,Citywide,11/16/2020
90,14,896,89,10,1372,Citywide,11/15/2020
100,9,1026,86,9,1356,Citywide,11/14/2020
92,6,1494,80,9,1331,Citywide,11/13/2020
79,16,1501,76,10,1265,Citywide,11/12/2020
99,9,1541,77,9,1214,Citywide,11/11/2020
87,8,1599,72,9,1152,Citywide,11/10/2020
78,5,1546,71,9,1053,Citywide,11/9/2020
64,8,788,69,10,968,Citywide,11/8/2020
60,13,845,67,11,927,Citywide,11/7/2020
63,10,1037,65,10,864,Citywide,11/6/2020
85,9,1139,65,10,809,Citywide,11/5/2020
68,9,1113,61,9,735,Citywide,11/4/2020
76,12,903,58,8,688,Citywide,11/3/2020
64,10,953,54,8,665,Citywide,11/2/2020
54,13,501,52,7,628,Citywide,11/1/2020
47,4,403,51,6,609,Citywide,10/31/2020
61,10,654,51,6,606,Citywide,10/30/2020
59,4,621,51,5,599,Citywide,10/29/2020
44,4,783,50,5,618,Citywide,10/28/2020
46,8,742,51,5,600,Citywide,10/27/2020
55,4,695,55,5,580,Citywide,10/26/2020
44,9,362,57,5,570,Citywide,10/25/2020
47,1,386,56,4,577,Citywide,10/24/2020
60,5,601,55,5,574,Citywide,10/23/2020
53,4,759,53,5,560,Citywide,10/22/2020
53,5,653,56,6,538,Citywide,10/21/2020
73,5,601,57,6,528,Citywide,10/20/2020
68,7,626,53,6,526,Citywide,10/19/2020
40,4,412,51,6,510,Citywide,10/18/2020
35,5,366,52,7,492,Citywide,10/17/2020
49,7,503,53,6,484,Citywide,10/16/2020
74,8,605,53,6,487,Citywide,10/15/2020
58,6,583,49,5,476,Citywide,10/14/2020
49,5,588,48,5,470,Citywide,10/13/2020
51,8,515,47,5,467,Citywide,10/12/2020
49,7,281,48,4,503,Citywide,10/11/2020
38,4,314,47,4,511,Citywide,10/10/2020
54,2,524,45,4,509,Citywide,10/9/2020
47,5,525,45,4,521,Citywide,10/8/2020
45,4,542,44,4,546,Citywide,10/7/2020
47,3,571,45,4,555,Citywide,10/6/2020
56,0,766,45,5,577,Citywide,10/5/2020
44,7,335,43,5,530,Citywide,10/4/2020
25,5,300,41,5,537,Citywide,10/3/2020
49,3,605,42,5,534,Citywide,10/2/2020
41,5,705,41,5,514,Citywide,10/1/2020
51,8,605,41,5,490,Citywide,9/30/2020
50,7,723,39,4,491,Citywide,9/29/2020
38,3,437,37,3,459,Citywide,9/28/2020
35,2,382,36,3,477,Citywide,9/27/2020
27,5,280,34,4,454,Citywide,9/26/2020
46,4,463,33,4,445,Citywide,9/25/2020
41,3,542,32,4,420,Citywide,9/24/2020
38,4,613,31,4,406,Citywide,9/23/2020
34,3,497,32,4,383,Citywide,9/22/2020
29,3,559,31,4,372,Citywide,9/21/2020
24,5,221,32,5,358,Citywide,9/20/2020
21,5,217,31,4,364,Citywide,9/19/2020
36,3,292,29,4,362,Citywide,9/18/2020
34,5,441,29,4,365,Citywide,9/17/2020
46,6,457,28,4,348,Citywide,9/16/2020
30,3,414,26,4,333,Citywide,9/15/2020
32,5,462,25,3,330,Citywide,9/14/2020
17,3,263,23,3,295,Citywide,9/13/2020
11,4,202,25,3,287,Citywide,9/12/2020
32,4,313,27,3,280,Citywide,9/11/2020
25,3,323,27,3,268,Citywide,9/10/2020
32,3,353,26,3,261,Citywide,9/9/2020
26,2,393,25,4,250,Citywide,9/8/2020
20,0,217,24,4,235,Citywide,9/7/2020
31,7,207,28,4,249,Citywide,9/6/2020
22,3,156,26,3,246,Citywide,9/5/2020
32,5,230,26,3,242,Citywide,9/4/2020
18,4,273,25,3,250,Citywide,9/3/2020
28,4,271,26,3,250,Citywide,9/2/2020
20,3,294,26,3,256,Citywide,9/1/2020
42,1,315,29,3,254,Citywide,8/31/2020
20,4,186,28,4,252,Citywide,8/30/2020
22,2,128,29,4,246,Citywide,8/29/2020
22,5,280,29,5,248,Citywide,8/28/2020
31,1,274,31,4,244,Citywide,8/27/2020
27,6,313,31,5,237,Citywide,8/26/2020
41,3,283,33,4,229,Citywide,8/25/2020
36,8,297,32,4,229,Citywide,8/24/2020
22,3,150,32,4,234,Citywide,8/23/2020
27,6,136,32,4,233,Citywide,8/22/2020
31,3,252,31,4,235,Citywide,8/21/2020
36,7,227,32,4,238,Citywide,8/20/2020
35,1,257,33,3,245,Citywide,8/19/2020
39,1,283,32,3,254,Citywide,8/18/2020
34,5,333,30,3,251,Citywide,8/17/2020
21,5,140,31,3,248,Citywide,8/16/2020
24,4,151,32,3,247,Citywide,8/15/2020
38,2,277,31,3,249,Citywide,8/14/2020
38,3,276,29,3,246,Citywide,8/13/2020
30,1,320,29,3,247,Citywide,8/12/2020
25,4,263,30,4,244,Citywide,8/11/2020
41,5,312,31,4,233,Citywide,8/10/2020
27,3,133,30,4,238,Citywide,8/9/2020
20,4,160,31,3,239,Citywide,8/8/2020
23,2,255,32,4,243,Citywide,8/7/2020
34,5,288,34,4,244,Citywide,8/6/2020
39,5,298,34,4,242,Citywide,8/5/2020
32,4,187,33,4,240,Citywide,8/4/2020
38,2,348,34,5,258,Citywide,8/3/2020
33,2,135,34,5,253,Citywide,8/2/2020
27,6,189,32,6,254,Citywide,8/1/2020
34,3,262,34,6,249,Citywide,7/31/2020
36,4,274,35,7,254,Citywide,7/30/2020
30,5,287,34,7,259,Citywide,7/29/2020
37,12,313,35,7,265,Citywide,7/28/2020
38,3,312,34,6,269,Citywide,7/27/2020
25,7,140,34,7,281,Citywide,7/26/2020
36,11,153,36,7,286,Citywide,7/25/2020
40,5,298,34,7,295,Citywide,7/24/2020
32,7,308,36,7,312,Citywide,7/23/2020
40,6,329,36,7,327,Citywide,7/22/2020
25,6,340,37,8,342,Citywide,7/21/2020
38,8,401,39,9,351,Citywide,7/20/2020
38,7,176,41,9,363,Citywide,7/19/2020
27,9,216,39,9,370,Citywide,7/18/2020
49,9,413,40,9,376,Citywide,7/17/2020
35,6,411,39,8,361,Citywide,7/16/2020
44,12,440,41,8,358,Citywide,7/15/2020
43,10,402,39,8,357,Citywide,7/14/2020
49,13,483,40,8,366,Citywide,7/13/2020
26,4,223,41,7,358,Citywide,7/12/2020
34,8,259,41,7,349,Citywide,7/11/2020
44,5,306,40,7,329,Citywide,7/10/2020
46,5,391,38,8,318,Citywide,7/9/2020
34,13,437,38,9,322,Citywide,7/8/2020
47,6,461,39,9,316,Citywide,7/7/2020
54,6,431,39,9,313,Citywide,7/6/2020
28,8,155,38,11,314,Citywide,7/5/2020
30,5,120,38,11,321,Citywide,7/4/2020
30,11,234,40,12,333,Citywide,7/3/2020
46,16,416,40,13,345,Citywide,7/2/2020
38,9,395,40,13,328,Citywide,7/1/2020
44,11,441,42,14,326,Citywide,6/30/2020
48,16,437,42,15,317,Citywide,6/29/2020
32,11,201,42,15,312,Citywide,6/28/2020
42,12,206,44,17,308,Citywide,6/27/2020
33,17,317,42,18,308,Citywide,6/26/2020
42,15,298,43,17,314,Citywide,6/25/2020
53,18,381,45,18,325,Citywide,6/24/2020
44,17,381,45,18,322,Citywide,6/23/2020
50,17,402,47,18,327,Citywide,6/22/2020
43,23,172,48,18,324,Citywide,6/21/2020
26,17,203,48,18,325,Citywide,6/20/2020
45,15,361,50,18,324,Citywide,6/19/2020
57,16,378,51,19,331,Citywide,6/18/2020
50,20,356,50,20,329,Citywide,6/17/2020
61,16,419,51,21,330,Citywide,6/16/2020
53,20,380,52,23,330,Citywide,6/15/2020
46,23,180,53,26,340,Citywide,6/14/2020
35,15,196,54,27,342,Citywide,6/13/2020
52,23,409,55,29,349,Citywide,6/12/2020
50,21,363,55,30,348,Citywide,6/11/2020
63,32,363,59,32,370,Citywide,6/10/2020
65,30,419,60,33,392,Citywide,6/9/2020
62,40,447,60,34,414,Citywide,6/8/2020
54,25,197,63,33,448,Citywide,6/7/2020
37,34,247,64,35,453,Citywide,6/6/2020
55,27,402,66,38,467,Citywide,6/5/2020
75,33,518,70,40,501,Citywide,6/4/2020
74,43,515,71,41,519,Citywide,6/3/2020
63,38,570,71,42,551,Citywide,6/2/2020
82,34,686,73,42,620,Citywide,6/1/2020
60,39,230,73,43,588,Citywide,5/31/2020
54,52,346,76,45,622,Citywide,5/30/2020
85,43,639,79,46,637,Citywide,5/29/2020
79,38,646,81,49,694,Citywide,5/28/2020
76,48,741,82,50,755,Citywide,5/27/2020
75,37,1050,83,55,803,Citywide,5/26/2020
79,47,464,88,57,796,Citywide,5/25/2020
86,48,467,93,59,857,Citywide,5/24/2020
75,60,455,92,63,842,Citywide,5/23/2020
100,66,1036,95,66,846,Citywide,5/22/2020
84,45,1069,98,69,823,Citywide,5/21/2020
79,79,1077,107,73,829,Citywide,5/20/2020
115,55,1003,114,73,866,Citywide,5/19/2020
112,59,895,113,78,906,Citywide,5/18/2020
81,77,360,123,85,954,Citywide,5/17/2020
91,84,485,126,88,968,Citywide,5/16/2020
126,86,873,130,90,992,Citywide,5/15/2020
142,70,1110,136,97,1022,Citywide,5/14/2020
128,83,1333,141,107,1040,Citywide,5/13/2020
111,90,1285,153,117,1049,Citywide,5/12/2020
180,103,1232,168,126,1082,Citywide,5/11/2020
104,102,457,176,133,1127,Citywide,5/10/2020
121,99,657,192,144,1174,Citywide,5/9/2020
169,131,1079,204,157,1232,Citywide,5/8/2020
175,141,1238,217,168,1347,Citywide,5/7/2020
212,151,1397,228,180,1459,Citywide,5/6/2020
212,152,1512,242,192,1594,Citywide,5/5/2020
238,158,1550,261,203,1767,Citywide,5/4/2020
215,177,787,280,219,1873,Citywide,5/3/2020
204,189,1058,294,229,1904,Citywide,5/2/2020
262,210,1887,311,240,1980,Citywide,5/1/2020
251,223,2022,339,255,2073,Citywide,4/30/2020
309,237,2340,366,270,2190,Citywide,4/29/2020
349,229,2726,395,281,2348,Citywide,4/28/2020
369,270,2290,429,294,2396,Citywide,4/27/2020
312,245,1003,466,307,2611,Citywide,4/26/2020
322,265,1595,498,329,2802,Citywide,4/25/2020
461,314,2535,535,347,2884,Citywide,4/24/2020
443,331,2841,582,357,3035,Citywide,4/23/2020
512,311,3446,630,369,3133,Citywide,4/22/2020
585,323,3062,680,389,3194,Citywide,4/21/2020
628,362,3792,737,416,3349,Citywide,4/20/2020
534,399,2343,811,445,3280,Citywide,4/19/2020
583,390,2172,870,470,3358,Citywide,4/18/2020
787,384,3586,935,492,3581,Citywide,4/17/2020
781,413,3530,1007,514,3713,Citywide,4/16/2020
864,455,3876,1087,535,3933,Citywide,4/15/2020
979,507,4144,1184,551,4176,Citywide,4/14/2020
1148,567,3311,1270,564,4447,Citywide,4/13/2020
948,573,2888,1355,565,4882,Citywide,4/12/2020
1041,544,3732,1419,566,5009,Citywide,4/11/2020
1286,537,4510,1477,561,5028,Citywide,4/10/2020
1341,559,5070,1536,555,5194,Citywide,4/9/2020
1543,568,5575,1582,547,5291,Citywide,4/8/2020
1583,598,6044,1610,529,5273,Citywide,4/7/2020
1743,576,6353,1639,499,5189,Citywide,4/6/2020
1398,578,3780,1654,463,5157,Citywide,4/5/2020
1442,510,3866,1669,422,5125,Citywide,4/4/2020
1704,499,5670,1660,388,5070,Citywide,4/3/2020
1663,498,5746,1641,348,4991,Citywide,4/2/2020
1739,447,5449,1623,303,4891,Citywide,4/1/2020
1783,386,5458,1578,257,4809,Citywide,3/31/2020
1850,323,6129,1509,216,4672,Citywide,3/30/2020
1503,291,3560,1407,181,4306,Citywide,3/29/2020
1380,273,3479,1303,147,4166,Citywide,3/28/2020
1572,218,5119,1211,114,4046,Citywide,3/27/2020
1533,186,5044,1092,90,3887,Citywide,3/26/2020
1422,124,4874,963,67,3696,Citywide,3/25/2020
1301,95,4497,831,52,3424,Citywide,3/24/2020
1139,82,3570,700,39,3132,Citywide,3/23/2020
774,49,2580,586,29,2925,Citywide,3/22/2020
738,45,2639,506,22,2704,Citywide,3/21/2020
737,48,4006,425,16,2419,Citywide,3/20/2020
633,24,3706,342,9,1935,Citywide,3/19/2020
493,20,2971,266,6,1456,Citywide,3/18/2020
387,8,2452,207,3,1054,Citywide,3/17/2020
341,8,2121,160,2,714,Citywide,3/16/2020
210,4,1035,117,1,419,Citywide,3/15/2020
176,2,642,90,0,274,Citywide,3/14/2020
151,0,619,66,0,183,Citywide,3/13/2020
106,0,355,45,0,96,Citywide,3/12/2020
79,1,155,32,0,46,Citywide,3/11/2020
60,0,69,21,0,24,Citywide,3/10/2020
37,0,57,13,0,15,Citywide,3/9/2020
18,0,21,8,0,6,Citywide,3/8/2020
8,0,7,6,0,3,Citywide,3/7/2020
8,0,8,5,0,3,Citywide,3/6/2020
14,0,3,0,0,0,Citywide,3/5/2020
2,0,5,0,0,0,Citywide,3/4/2020
7,0,1,0,0,0,Citywide,3/3/2020
2,0,0,0,0,0,Citywide,3/2/2020
1,0,0,0,0,0,Citywide,3/1/2020
1,0,1,0,0,0,Citywide,2/29/2020
0,0,194,4,2,175,Manhattan,3/3/2022
1,2,206,5,2,176,Manhattan,3/2/2022
6,2,214,5,2,183,Manhattan,3/1/2022
5,1,237,5,2,179,Manhattan,2/28/2022
5,5,112,5,2,167,Manhattan,2/27/2022
4,1,105,5,2,168,Manhattan,2/26/2022
4,1,155,5,2,171,Manhattan,2/25/2022
7,3,203,6,3,170,Manhattan,2/24/2022
7,1,257,7,4,173,Manhattan,2/23/2022
2,2,186,7,4,173,Manhattan,2/22/2022
8,4,154,8,5,184,Manhattan,2/21/2022
3,0,118,8,5,201,Manhattan,2/20/2022
6,3,121,9,5,199,Manhattan,2/19/2022
7,7,148,10,5,202,Manhattan,2/18/2022
15,11,229,11,5,214,Manhattan,2/17/2022
9,3,252,11,4,223,Manhattan,2/16/2022
6,5,266,12,5,236,Manhattan,2/15/2022
13,3,274,13,5,251,Manhattan,2/14/2022
10,4,103,14,5,265,Manhattan,2/13/2022
13,4,142,14,6,281,Manhattan,2/12/2022
11,7,234,15,7,288,Manhattan,2/11/2022
14,5,292,17,7,300,Manhattan,2/10/2022
15,8,340,17,9,318,Manhattan,2/9/2022
13,6,373,17,9,346,Manhattan,2/8/2022
19,4,368,18,10,367,Manhattan,2/7/2022
15,7,218,19,11,406,Manhattan,2/6/2022
18,10,193,19,11,420,Manhattan,2/5/2022
26,11,319,19,12,412,Manhattan,2/4/2022
16,14,416,21,13,446,Manhattan,2/3/2022
14,14,533,26,12,494,Manhattan,2/2/2022
21,9,524,30,12,542,Manhattan,2/1/2022
22,13,638,33,13,608,Manhattan,1/31/2022
16,9,314,38,13,685,Manhattan,1/30/2022
19,13,142,42,14,726,Manhattan,1/29/2022
41,17,555,46,13,781,Manhattan,1/28/2022
46,9,750,50,13,866,Manhattan,1/27/2022
44,15,868,55,15,962,Manhattan,1/26/2022
43,18,986,58,15,1086,Manhattan,1/25/2022
59,9,1181,65,14,1239,Manhattan,1/24/2022
41,18,600,68,15,1304,Manhattan,1/23/2022
45,6,526,71,14,1385,Manhattan,1/22/2022
69,14,1149,75,16,1448,Manhattan,1/21/2022
86,25,1427,81,17,1614,Manhattan,1/20/2022
66,13,1735,86,16,1770,Manhattan,1/19/2022
86,13,2055,94,18,1979,Manhattan,1/18/2022
81,13,1633,100,19,2077,Manhattan,1/17/2022
65,17,1168,110,20,2411,Manhattan,1/16/2022
73,18,970,119,20,2544,Manhattan,1/15/2022
113,17,2312,127,19,2764,Manhattan,1/14/2022
120,24,2520,131,18,3050,Manhattan,1/13/2022
121,25,3198,136,18,3590,Manhattan,1/12/2022
124,19,2741,143,17,4143,Manhattan,1/11/2022
155,20,3968,147,15,4991,Manhattan,1/10/2022
129,16,2102,151,14,5722,Manhattan,1/9/2022
130,10,2510,164,12,6145,Manhattan,1/8/2022
135,15,4312,168,12,6061,Manhattan,1/7/2022
157,23,6299,169,11,6095,Manhattan,1/6/2022
172,14,7067,170,9,6258,Manhattan,1/5/2022
150,9,8681,164,8,6348,Manhattan,1/4/2022
187,8,9083,164,7,6238,Manhattan,1/3/2022
220,7,5064,158,7,6142,Manhattan,1/2/2022
157,9,1918,143,6,5928,Manhattan,1/1/2022
140,10,4554,137,6,5854,Manhattan,12/31/2021
161,4,7441,129,4,5640,Manhattan,12/30/2021
133,6,7695,122,4,5476,Manhattan,12/29/2021
150,5,7912,120,4,5275,Manhattan,12/28/2021
148,5,8410,109,3,5152,Manhattan,12/27/2021
113,4,3568,99,3,5077,Manhattan,12/26/2021
115,5,1399,90,3,4954,Manhattan,12/25/2021
81,1,3052,80,3,5138,Manhattan,12/24/2021
116,4,6297,76,3,5312,Manhattan,12/23/2021
114,2,6286,68,3,5094,Manhattan,12/22/2021
75,2,7049,57,3,4901,Manhattan,12/21/2021
77,2,7889,51,3,4476,Manhattan,12/20/2021
53,4,2709,45,3,3687,Manhattan,12/19/2021
45,3,2684,40,2,3413,Manhattan,12/18/2021
55,3,4267,36,3,3099,Manhattan,12/17/2021
55,4,4773,32,2,2593,Manhattan,12/16/2021
36,2,4933,26,2,2016,Manhattan,12/15/2021
38,3,4077,24,2,1427,Manhattan,12/14/2021
36,2,2368,21,1,941,Manhattan,12/13/2021
16,0,790,18,1,686,Manhattan,12/12/2021
15,4,483,18,2,607,Manhattan,12/11/2021
26,1,729,18,1,565,Manhattan,12/10/2021
16,1,735,16,1,506,Manhattan,12/9/2021
20,0,808,16,1,458,Manhattan,12/8/2021
16,0,675,16,1,399,Manhattan,12/7/2021
15,1,580,15,1,359,Manhattan,12/6/2021
